ip_address,timestamp,request_method,url_accessed,user_agent,response_size,label
10.0.0.201,2026-03-10 22:26:54,GET,/contact-submit,Python-urllib/3.9,481,1
10.0.0.201,2026-03-10 22:26:54,GET,/register,Python-urllib/3.9,458,1
10.0.0.201,2026-03-10 22:26:54,GET,/category?id=2,Python-urllib/3.9,344,1
10.0.0.202,2026-03-10 22:26:54,GET,/register,Python-urllib/3.9,281,1
10.0.0.202,2026-03-10 22:26:54,GET,/checkout,Python-urllib/3.9,445,1
10.0.0.201,2026-03-10 22:26:54,GET,/contact-submit,Python-urllib/3.9,301,1
10.0.0.201,2026-03-10 22:26:54,GET,/checkout,Python-urllib/3.9,103,1
10.0.0.202,2026-03-10 22:26:54,GET,/category?id=2,Python-urllib/3.9,260,1
192.168.1.101,2026-03-10 22:26:55,GET,/products,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15",3180,0
192.168.1.102,2026-03-10 22:26:55,GET,/home,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",24994,0
10.0.0.202,2026-03-10 22:26:56,GET,/cart,Python-urllib/3.9,189,1
10.0.0.202,2026-03-10 22:26:56,GET,/contact-submit,Python-urllib/3.9,159,1
10.0.0.201,2026-03-10 22:26:56,GET,/cart,Python-urllib/3.9,337,1
10.0.0.201,2026-03-10 22:26:56,GET,/products,Python-urllib/3.9,244,1
10.0.0.201,2026-03-10 22:26:56,GET,/login,Python-urllib/3.9,238,1
10.0.0.201,2026-03-10 22:26:56,GET,/cart-add,Python-urllib/3.9,457,1
10.0.0.202,2026-03-10 22:26:56,GET,/categories,Python-urllib/3.9,166,1
10.0.0.202,2026-03-10 22:26:56,GET,/detail.php?id=1,Python-urllib/3.9,143,1
10.0.0.202,2026-03-10 22:26:56,GET,/seller-dashboard,Python-urllib/3.9,429,1
10.0.0.202,2026-03-10 22:26:56,GET,/search?query=test,Python-urllib/3.9,298,1
10.0.0.201,2026-03-10 22:26:56,GET,/register,Python-urllib/3.9,301,1
10.0.0.202,2026-03-10 22:26:56,GET,/seller-dashboard,Python-urllib/3.9,177,1
10.0.0.201,2026-03-10 22:26:56,GET,/search?query=test,Python-urllib/3.9,245,1
10.0.0.201,2026-03-10 22:26:56,GET,/seller-dashboard,Python-urllib/3.9,243,1
10.0.0.201,2026-03-10 22:26:56,GET,/login,Python-urllib/3.9,103,1
10.0.0.201,2026-03-10 22:26:56,GET,/cart,Python-urllib/3.9,464,1
10.0.0.201,2026-03-10 22:26:56,GET,/detail.php?id=1,Python-urllib/3.9,115,1
10.0.0.201,2026-03-10 22:26:56,GET,/category?id=2,Python-urllib/3.9,168,1
10.0.0.202,2026-03-10 22:26:56,GET,/cart-add,Python-urllib/3.9,390,1
10.0.0.201,2026-03-10 22:26:56,GET,/seller-dashboard,Python-urllib/3.9,145,1
10.0.0.201,2026-03-10 22:26:56,GET,/products,Python-urllib/3.9,154,1
10.0.0.202,2026-03-10 22:26:56,GET,/login,Python-urllib/3.9,253,1
10.0.0.201,2026-03-10 22:26:56,GET,/checkout,Python-urllib/3.9,339,1
10.0.0.201,2026-03-10 22:26:56,GET,/contact-submit,Python-urllib/3.9,380,1
10.0.0.201,2026-03-10 22:26:56,GET,/cart,Python-urllib/3.9,206,1
10.0.0.202,2026-03-10 22:26:56,GET,/detail.php?id=1,Python-urllib/3.9,191,1
10.0.0.202,2026-03-10 22:26:56,GET,/seller-dashboard,Python-urllib/3.9,233,1
10.0.0.202,2026-03-10 22:26:56,GET,/admin-dashboard,Python-urllib/3.9,203,1
10.0.0.202,2026-03-10 22:26:56,GET,/admin-dashboard,Python-urllib/3.9,321,1
10.0.0.202,2026-03-10 22:26:56,GET,/products,Python-urllib/3.9,227,1
10.0.0.202,2026-03-10 22:26:56,GET,/admin-dashboard,Python-urllib/3.9,126,1
10.0.0.201,2026-03-10 22:26:56,GET,/products,Python-urllib/3.9,187,1
10.0.0.201,2026-03-10 22:26:56,GET,/cart-add,Python-urllib/3.9,106,1
10.0.0.201,2026-03-10 22:26:56,GET,/login,Python-urllib/3.9,107,1
10.0.0.201,2026-03-10 22:26:56,GET,/seller-dashboard,Python-urllib/3.9,113,1
10.0.0.202,2026-03-10 22:26:56,GET,/admin-dashboard,Python-urllib/3.9,316,1
10.0.0.202,2026-03-10 22:26:56,GET,/register,Python-urllib/3.9,106,1
10.0.0.201,2026-03-10 22:26:56,GET,/register,Python-urllib/3.9,283,1
10.0.0.202,2026-03-10 22:26:56,GET,/register,Python-urllib/3.9,114,1
10.0.0.201,2026-03-10 22:26:56,GET,/cart-add,Python-urllib/3.9,159,1
10.0.0.201,2026-03-10 22:26:56,GET,/login,Python-urllib/3.9,461,1
10.0.0.202,2026-03-10 22:26:56,GET,/categories,Python-urllib/3.9,111,1
10.0.0.202,2026-03-10 22:26:56,GET,/search?query=test,Python-urllib/3.9,464,1
10.0.0.201,2026-03-10 22:26:56,GET,/login,Python-urllib/3.9,120,1
10.0.0.202,2026-03-10 22:26:56,GET,/checkout,Python-urllib/3.9,318,1
10.0.0.202,2026-03-10 22:26:56,GET,/contact-submit,Python-urllib/3.9,339,1
10.0.0.202,2026-03-10 22:26:56,GET,/cart-add,Python-urllib/3.9,337,1
10.0.0.201,2026-03-10 22:26:56,GET,/category?id=2,Python-urllib/3.9,230,1
10.0.0.202,2026-03-10 22:26:56,GET,/contact-submit,Python-urllib/3.9,211,1
10.0.0.202,2026-03-10 22:26:56,GET,/products,Python-urllib/3.9,418,1
10.0.0.202,2026-03-10 22:26:56,GET,/register,Python-urllib/3.9,199,1
10.0.0.201,2026-03-10 22:26:56,GET,/search?query=test,Python-urllib/3.9,164,1
10.0.0.201,2026-03-10 22:26:56,GET,/search?query=test,Python-urllib/3.9,133,1
10.0.0.202,2026-03-10 22:26:56,GET,/admin-dashboard,Python-urllib/3.9,457,1
10.0.0.202,2026-03-10 22:26:56,GET,/category?id=2,Python-urllib/3.9,431,1
10.0.0.201,2026-03-10 22:26:56,GET,/seller-dashboard,Python-urllib/3.9,453,1
10.0.0.201,2026-03-10 22:26:56,GET,/checkout,Python-urllib/3.9,477,1
10.0.0.201,2026-03-10 22:26:56,GET,/detail.php?id=1,Python-urllib/3.9,127,1
10.0.0.202,2026-03-10 22:26:56,GET,/categories,Python-urllib/3.9,150,1
10.0.0.201,2026-03-10 22:26:56,GET,/checkout,Python-urllib/3.9,414,1
10.0.0.201,2026-03-10 22:26:56,GET,/contact-submit,Python-urllib/3.9,336,1
10.0.0.202,2026-03-10 22:26:56,GET,/admin-dashboard,Python-urllib/3.9,252,1
10.0.0.201,2026-03-10 22:26:56,GET,/admin-dashboard,Python-urllib/3.9,185,1
10.0.0.201,2026-03-10 22:26:56,GET,/checkout,Python-urllib/3.9,364,1
10.0.0.201,2026-03-10 22:26:56,GET,/admin-dashboard,Python-urllib/3.9,480,1
10.0.0.202,2026-03-10 22:26:56,GET,/checkout,Python-urllib/3.9,193,1
10.0.0.201,2026-03-10 22:26:56,GET,/category?id=2,Python-urllib/3.9,370,1
10.0.0.201,2026-03-10 22:26:56,GET,/detail.php?id=1,Python-urllib/3.9,382,1
10.0.0.201,2026-03-10 22:26:56,GET,/detail.php?id=1,Python-urllib/3.9,465,1
10.0.0.202,2026-03-10 22:26:56,GET,/login,Python-urllib/3.9,271,1
10.0.0.202,2026-03-10 22:26:56,GET,/admin-dashboard,Python-urllib/3.9,475,1
10.0.0.201,2026-03-10 22:26:56,GET,/categories,Python-urllib/3.9,310,1
10.0.0.201,2026-03-10 22:26:56,GET,/contact-submit,Python-urllib/3.9,387,1
10.0.0.201,2026-03-10 22:26:56,GET,/cart,Python-urllib/3.9,342,1
10.0.0.202,2026-03-10 22:26:56,GET,/category?id=2,Python-urllib/3.9,289,1
10.0.0.201,2026-03-10 22:26:56,GET,/seller-dashboard,Python-urllib/3.9,166,1
10.0.0.201,2026-03-10 22:26:56,GET,/login,Python-urllib/3.9,406,1
10.0.0.201,2026-03-10 22:26:56,GET,/seller-dashboard,Python-urllib/3.9,115,1
10.0.0.201,2026-03-10 22:26:56,GET,/checkout,Python-urllib/3.9,321,1
10.0.0.202,2026-03-10 22:26:56,GET,/cart,Python-urllib/3.9,374,1
10.0.0.201,2026-03-10 22:26:56,GET,/contact-submit,Python-urllib/3.9,499,1
10.0.0.201,2026-03-10 22:26:56,GET,/register,Python-urllib/3.9,414,1
10.0.0.201,2026-03-10 22:26:56,GET,/category?id=2,Python-urllib/3.9,170,1
10.0.0.201,2026-03-10 22:26:56,GET,/login,Python-urllib/3.9,248,1
10.0.0.201,2026-03-10 22:26:56,GET,/detail.php?id=1,Python-urllib/3.9,470,1
10.0.0.202,2026-03-10 22:26:56,GET,/admin-dashboard,Python-urllib/3.9,467,1
10.0.0.202,2026-03-10 22:26:56,GET,/checkout,Python-urllib/3.9,418,1
10.0.0.202,2026-03-10 22:26:56,GET,/cart,Python-urllib/3.9,421,1
10.0.0.202,2026-03-10 22:26:56,GET,/cart-add,Python-urllib/3.9,416,1
10.0.0.202,2026-03-10 22:26:56,GET,/contact-submit,Python-urllib/3.9,386,1
10.0.0.201,2026-03-10 22:26:56,GET,/register,Python-urllib/3.9,314,1
10.0.0.202,2026-03-10 22:26:56,GET,/login,Python-urllib/3.9,362,1
10.0.0.202,2026-03-10 22:26:56,GET,/contact-submit,Python-urllib/3.9,169,1
10.0.0.201,2026-03-10 22:26:56,GET,/seller-dashboard,Python-urllib/3.9,418,1
10.0.0.201,2026-03-10 22:26:56,GET,/seller-dashboard,Python-urllib/3.9,148,1
10.0.0.201,2026-03-10 22:26:56,GET,/contact-submit,Python-urllib/3.9,357,1
10.0.0.202,2026-03-10 22:26:56,GET,/products,Python-urllib/3.9,408,1
192.168.1.106,2026-03-10 22:26:57,GET,/home,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",40103,0
192.168.1.109,2026-03-10 22:26:57,GET,/products,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",30157,0
192.168.1.105,2026-03-10 22:26:57,GET,/cart,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0,21351,0
10.0.0.201,2026-03-10 22:26:58,GET,/checkout,Python-urllib/3.9,236,1
10.0.0.202,2026-03-10 22:26:58,GET,/admin-dashboard,Python-urllib/3.9,490,1
10.0.0.201,2026-03-10 22:26:58,GET,/checkout,Python-urllib/3.9,402,1
10.0.0.201,2026-03-10 22:26:58,GET,/detail.php?id=1,Python-urllib/3.9,439,1
10.0.0.201,2026-03-10 22:26:58,GET,/login,Python-urllib/3.9,171,1
10.0.0.202,2026-03-10 22:26:58,GET,/categories,Python-urllib/3.9,373,1
10.0.0.202,2026-03-10 22:26:58,GET,/categories,Python-urllib/3.9,155,1
10.0.0.201,2026-03-10 22:26:58,GET,/search?query=test,Python-urllib/3.9,301,1
10.0.0.201,2026-03-10 22:26:58,GET,/checkout,Python-urllib/3.9,212,1
10.0.0.202,2026-03-10 22:26:58,GET,/search?query=test,Python-urllib/3.9,384,1
10.0.0.201,2026-03-10 22:26:58,GET,/seller-dashboard,Python-urllib/3.9,238,1
10.0.0.202,2026-03-10 22:26:58,GET,/cart,Python-urllib/3.9,114,1
10.0.0.202,2026-03-10 22:26:58,GET,/cart,Python-urllib/3.9,227,1
10.0.0.201,2026-03-10 22:26:58,GET,/seller-dashboard,Python-urllib/3.9,165,1
10.0.0.202,2026-03-10 22:26:58,GET,/categories,Python-urllib/3.9,185,1
10.0.0.202,2026-03-10 22:26:58,GET,/register,Python-urllib/3.9,258,1
10.0.0.201,2026-03-10 22:26:58,GET,/categories,Python-urllib/3.9,290,1
10.0.0.202,2026-03-10 22:26:58,GET,/category?id=2,Python-urllib/3.9,385,1
10.0.0.201,2026-03-10 22:26:58,GET,/categories,Python-urllib/3.9,315,1
10.0.0.201,2026-03-10 22:26:58,GET,/categories,Python-urllib/3.9,113,1
10.0.0.201,2026-03-10 22:26:58,GET,/products,Python-urllib/3.9,485,1
10.0.0.201,2026-03-10 22:26:58,GET,/products,Python-urllib/3.9,257,1
10.0.0.201,2026-03-10 22:26:58,GET,/cart,Python-urllib/3.9,229,1
10.0.0.202,2026-03-10 22:26:58,GET,/detail.php?id=1,Python-urllib/3.9,114,1
10.0.0.201,2026-03-10 22:26:58,GET,/detail.php?id=1,Python-urllib/3.9,233,1
10.0.0.202,2026-03-10 22:26:58,GET,/products,Python-urllib/3.9,347,1
10.0.0.201,2026-03-10 22:26:58,GET,/products,Python-urllib/3.9,392,1
10.0.0.201,2026-03-10 22:26:58,GET,/products,Python-urllib/3.9,324,1
10.0.0.201,2026-03-10 22:26:58,GET,/products,Python-urllib/3.9,475,1
10.0.0.201,2026-03-10 22:26:58,GET,/cart,Python-urllib/3.9,249,1
10.0.0.202,2026-03-10 22:26:58,GET,/category?id=2,Python-urllib/3.9,258,1
10.0.0.201,2026-03-10 22:26:58,GET,/seller-dashboard,Python-urllib/3.9,422,1
10.0.0.201,2026-03-10 22:26:58,GET,/search?query=test,Python-urllib/3.9,215,1
10.0.0.201,2026-03-10 22:26:58,GET,/categories,Python-urllib/3.9,418,1
10.0.0.201,2026-03-10 22:26:58,GET,/products,Python-urllib/3.9,426,1
10.0.0.202,2026-03-10 22:26:58,GET,/detail.php?id=1,Python-urllib/3.9,298,1
10.0.0.201,2026-03-10 22:26:58,GET,/seller-dashboard,Python-urllib/3.9,468,1
10.0.0.201,2026-03-10 22:26:58,GET,/products,Python-urllib/3.9,178,1
10.0.0.202,2026-03-10 22:26:58,GET,/cart-add,Python-urllib/3.9,226,1
10.0.0.202,2026-03-10 22:26:58,GET,/detail.php?id=1,Python-urllib/3.9,383,1
10.0.0.202,2026-03-10 22:26:58,GET,/cart,Python-urllib/3.9,296,1
10.0.0.202,2026-03-10 22:26:58,GET,/register,Python-urllib/3.9,434,1
10.0.0.201,2026-03-10 22:26:58,GET,/products,Python-urllib/3.9,237,1
10.0.0.202,2026-03-10 22:26:58,GET,/seller-dashboard,Python-urllib/3.9,394,1
10.0.0.201,2026-03-10 22:26:58,GET,/admin-dashboard,Python-urllib/3.9,453,1
10.0.0.201,2026-03-10 22:26:58,GET,/cart,Python-urllib/3.9,104,1
10.0.0.202,2026-03-10 22:26:58,GET,/cart-add,Python-urllib/3.9,334,1
10.0.0.202,2026-03-10 22:26:58,GET,/login,Python-urllib/3.9,260,1
10.0.0.202,2026-03-10 22:26:58,GET,/contact-submit,Python-urllib/3.9,438,1
10.0.0.201,2026-03-10 22:26:58,GET,/detail.php?id=1,Python-urllib/3.9,438,1
10.0.0.201,2026-03-10 22:26:58,GET,/login,Python-urllib/3.9,263,1
10.0.0.202,2026-03-10 22:26:58,GET,/category?id=2,Python-urllib/3.9,219,1
10.0.0.201,2026-03-10 22:26:58,GET,/category?id=2,Python-urllib/3.9,207,1
10.0.0.202,2026-03-10 22:26:58,GET,/seller-dashboard,Python-urllib/3.9,253,1
10.0.0.201,2026-03-10 22:26:58,GET,/category?id=2,Python-urllib/3.9,356,1
10.0.0.202,2026-03-10 22:26:58,GET,/admin-dashboard,Python-urllib/3.9,287,1
10.0.0.201,2026-03-10 22:26:58,GET,/category?id=2,Python-urllib/3.9,165,1
10.0.0.202,2026-03-10 22:26:58,GET,/cart-add,Python-urllib/3.9,216,1
10.0.0.202,2026-03-10 22:26:58,GET,/seller-dashboard,Python-urllib/3.9,368,1
10.0.0.202,2026-03-10 22:26:58,GET,/checkout,Python-urllib/3.9,254,1
10.0.0.202,2026-03-10 22:26:58,GET,/login,Python-urllib/3.9,300,1
10.0.0.202,2026-03-10 22:26:58,GET,/checkout,Python-urllib/3.9,307,1
10.0.0.201,2026-03-10 22:26:58,GET,/admin-dashboard,Python-urllib/3.9,186,1
10.0.0.201,2026-03-10 22:26:58,GET,/admin-dashboard,Python-urllib/3.9,177,1
10.0.0.201,2026-03-10 22:26:58,GET,/admin-dashboard,Python-urllib/3.9,395,1
10.0.0.201,2026-03-10 22:26:58,GET,/search?query=test,Python-urllib/3.9,417,1
10.0.0.202,2026-03-10 22:26:58,GET,/category?id=2,Python-urllib/3.9,317,1
10.0.0.201,2026-03-10 22:26:58,GET,/categories,Python-urllib/3.9,397,1
10.0.0.201,2026-03-10 22:26:58,GET,/register,Python-urllib/3.9,210,1
10.0.0.202,2026-03-10 22:26:58,GET,/register,Python-urllib/3.9,156,1
10.0.0.202,2026-03-10 22:26:58,GET,/checkout,Python-urllib/3.9,364,1
10.0.0.202,2026-03-10 22:26:58,GET,/cart-add,Python-urllib/3.9,299,1
10.0.0.201,2026-03-10 22:26:58,GET,/cart-add,Python-urllib/3.9,424,1
10.0.0.201,2026-03-10 22:26:58,GET,/search?query=test,Python-urllib/3.9,208,1
10.0.0.201,2026-03-10 22:26:58,GET,/products,Python-urllib/3.9,381,1
10.0.0.202,2026-03-10 22:26:58,GET,/checkout,Python-urllib/3.9,152,1
10.0.0.202,2026-03-10 22:26:58,GET,/products,Python-urllib/3.9,265,1
10.0.0.201,2026-03-10 22:26:58,GET,/contact-submit,Python-urllib/3.9,229,1
10.0.0.201,2026-03-10 22:26:58,GET,/contact-submit,Python-urllib/3.9,339,1
192.168.1.102,2026-03-10 22:26:59,GET,/cart,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",25049,0
192.168.1.104,2026-03-10 22:26:59,GET,/cart,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1",3182,0
192.168.1.109,2026-03-10 22:26:59,GET,/home,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0,12662,0
192.168.1.104,2026-03-10 22:27:00,GET,/cart,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1",26355,0
192.168.1.102,2026-03-10 22:27:00,GET,/home,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1",24060,0
192.168.1.105,2026-03-10 22:27:00,GET,/products,"Mozilla/5.0 (Linux; Android 13; SM-S901B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Mobile Safari/537.36",11077,0
192.168.1.107,2026-03-10 22:27:00,GET,/products,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1",39196,0
192.168.1.105,2026-03-10 22:27:01,GET,/cart,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15",49822,0
192.168.1.103,2026-03-10 22:27:01,GET,/products,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1",39575,0
192.168.1.109,2026-03-10 22:27:01,GET,/cart,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1",45518,0
192.168.1.102,2026-03-10 22:27:01,GET,/home,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0,34542,0
192.168.1.105,2026-03-10 22:27:02,GET,/products,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15",15956,0
192.168.1.107,2026-03-10 22:27:02,GET,/home,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",34074,0
192.168.1.103,2026-03-10 22:27:02,GET,/cart,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1",26426,0
192.168.1.109,2026-03-10 22:27:02,GET,/cart,"Mozilla/5.0 (Linux; Android 13; SM-S901B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Mobile Safari/537.36",17691,0
